,noun_phrase,entity,entity_type
4636,they,Mr. Trump,PERSON
4637,who,Hillary Clinton,PERSON
4638,younger black voters,Barack Obama,PERSON
4639,they,Obama,PERSON
4640,he,Mr. Biden,PERSON
4641,she,Mr. Biden,PERSON
4642,The person,Donald Trump,PERSON
4643,Harris,Biden,PERSON
4644,Biden,Harris,PERSON
4645,You,President Trump,PERSON
4646,She,former Vice President Joe Biden,PERSON
4647,She,former Vice President Joe Biden,PERSON
4648,She,former Vice President Joe Biden,PERSON
4649,North Korea,Joe Biden,PERSON
4650,"
Biden",President Donald Trump,PERSON
4651,Pyongyang,former US Vice President Joe Biden,PERSON
4652,that,former President Barack Obama,PERSON
4653,that,former President Barack Obama,PERSON
4654,the last Republican,President George,PERSON
4655,Obama,America,GPE
4656,who,America,GPE
4657,immigration,America,GPE
4658,Hillary,https://twitter.com/CatesDuane/status/1119957704443875329,GPE
4659,who,President Trump,PERSON
4660,A Monmouth University poll,Harris,PERSON
4661,Harris,Sen. Bernie Sanders,PERSON
4662,who,Harris,PERSON
4663,she,Biden,PERSON
4664,Sanders,Hillary Clinton,PERSON
4665,his goal,the United States of America,GPE
4666,she,Elizabeth Warren,PERSON
4667,that,Bush,PERSON
4668,He,the risible Sarah Palin,PERSON
4669,I,Romney,PERSON
4670,This,Catherine White,PERSON
4671,her team,Kliff,PERSON
4672,That,Biden,PERSON
4673,he,Harris,PERSON
4674,He,Biden,PERSON
4675,You,President Obama,PERSON
4676,Bill de Blasio,Biden,PERSON
4677,his rivals,Biden,PERSON
4678,You,President Obama,PERSON
4679,Booker,Biden,PERSON
4680,Biden,Obama,GPE
4681,That,comedian Ashley Nicole Black,PERSON
4682,who,America,GPE
4683,That,comedian Ashley Nicole Black,PERSON
4684,The group,Hillary Clinton,PERSON
4685,the poll,Biden,PERSON
4686,That,Biden,PERSON
4687,the poll,Biden,PERSON
4688,That,Biden,PERSON
4689,a terrible mistake,Hillary,PERSON
4690,Assistant Attorney General Joseph Hunt,U.S. District Judge George Hazel,PERSON
4691,Her manager,Hunter-Ray,PERSON
4692,President Donald Trump,America,GPE
4693,protesters,WASHINGTON,GPE
4694,Funeral,NEW YORK,GPE
4695,No prosecution,BESSEMER,GPE
4696,which,Florida,GPE
4697,The Sackler family,our Post colleagues Lenny Bernstein,PERSON
4698,federal prosecutors,the 53-year-old Levy,PERSON
4699,The Sackler family,our Post colleagues Lenny Bernstein,PERSON
4700,No one,Indiana,GPE
4701,she,Indiana,GPE
4702,that,southern Florida,GPE
4703,No one,Indiana,GPE
4704,she,Indiana,GPE
4705,the next president,John Hickenlooper,PERSON
4706,no one,Biden,PERSON
4707,An edited transcript,John Harris,PERSON
4708,You,Joe Biden,PERSON
4709,that,Mayor Pete,PERSON
4710,who,Donald Trump,PERSON
4711,They,Biden,PERSON
4712,That,Joe Biden,PERSON
4713,House GOP,Steve King,PERSON
4714,Biden,New Hampshire,GPE
4715,it,Donald Trump Jr.,PERSON
4716,Kim Jong-Un,William Shakespeare,PERSON
4717,Presidents,"10
2000
Mayor
Buttigieg
de Blasio",PERSON
4718,"President
First",George Washington,PERSON
4719,"President
First","Governor
Zachary Taylor",PERSON
4720,"President
First","1849
Major general
Millard Fillmore",PERSON
4721,"President
First","
House
Andrew Johnson",PERSON
4722,"President
First",Rutherford B. Hayes,PERSON
4723,who,Barack Obama,PERSON
4724,pragmatic choice,former vice president Joe Biden,PERSON
4725,they,Obama,GPE
4726,he,Chinese President Xi Jinping,PERSON
4727,he,Chinese President Xi Jinpin,PERSON
4728,Trump,Hilton,GPE
4729,This tech,Gregory Jaczko,PERSON
4730,The new poll,Biden,PERSON
4731,that,Brexit,PERSON
4732,who,a no-deal Brexit,PERSON
4733,it,the U.K.,GPE
4734,I,Tom Nichols,PERSON
4735,the GOP,Hitler,PERSON
4736,They,Einstein,PERSON
4737,President Trump,West Virginia,GPE
4738,Iowa’s recent caucus history,Biden,PERSON
4739,who,Iowa,GPE
4740,Biden,Kamala Harris,PERSON
4741,That,Donna Brazile,PERSON
4742,they,old Joe,PERSON
4743,They,Biden,PERSON
4744,they,Hillary Clinton,PERSON
4745,Biden,Konar province,GPE
4746,NPR host Asma Khalid,Biden,PERSON
4747,that,Democrat McCready,PERSON
4748,President Trump,Joe Biden,PERSON
4749,A self-proclaimed “technology activist,former vice president Joe Biden,PERSON
4750,who,Biden,PERSON
4751,who,Trump,PERSON
4752,Trump,Kim,PERSON
4753,Supporters,Ilhan Omar,PERSON
4754,the moderators,O'Rourke,PERSON
4755,"Buttigieg, Myers",John Hickenlooper,PERSON
4756,"
Lightfoot",Cruz,PERSON
4757,McConnell,radio host Hugh Hewitt,PERSON
4758,I,Mexico,GPE
4759,It,former Vice President Joseph Biden,PERSON
4760,President Donald Trump,former Vice President Joe Biden,PERSON
4761,President Donald Trump,Joe Biden,PERSON
4762,North Korea,Joe Biden ',PERSON
4763,Kayleigh McEnany,former Vice President Joe Biden,PERSON
4764,the US,Kim Song,PERSON
4765,Trump,the US,GPE
4766,Trump,the US,GPE
4767,it,Iran,GPE
4768,we,an Iran,GPE
4769,Trump's senior economic officials,China,GPE
4770,that,the US,GPE
4771,SEOUL,Joe Biden,PERSON
4772,"
Biden",President Donald Trump,PERSON
4773,the North,Obama,GPE
4774,the United States,North Korea,GPE
4775,Ronald Reagan,Jimmy Carter,PERSON
4776,she,Biden,PERSON
4777,what,America,GPE
4778,He,the ever-energized Chris Cuomo,PERSON
4779,The rest,Sen. Elizabeth Warren,PERSON
4780,About 10 percent,both Biden,PERSON
4781,Pennsylvania,Donald Trump,PERSON
4782,that,Biden,PERSON
4783,it,Elizabeth Warren,PERSON
4784,Sanders,Hillary Clinton,PERSON
4785,it,Joe Biden,PERSON
4786,It,no secret Joe Biden,PERSON
4787,Bernie Sanders,New Hampshire,GPE
4788,he,Iowa,GPE
4789,who,neighboring California,GPE
4790,she,Nevada,GPE
4791,who,Nevada,GPE
4792,SEOUL,Joe Biden,PERSON
4793,"
Biden",President Donald Trump,PERSON
4794,the North,Obama,GPE
4795,the United States,North Korea,GPE
4796,he,Hyde,PERSON
4797,it,Mr. Biden,PERSON
4798,the US,Kim Song,PERSON
4799,Trump,the US,GPE
4800,Trump,the US,GPE
4801,it,Iran,GPE
4802,we,an Iran,GPE
4803,Trump's senior economic officials,China,GPE
4804,that,the US,GPE
4805,her detriment,Harris,PERSON
4806,"Pennsylvania
President Donald Trump",Joe Biden,PERSON
4807,the RealClearPolitics polling average,Biden,PERSON
4808,he,former Vice President Joe Biden,PERSON
4809,he,Pennsylvania,GPE
4810,Barack Obama,Pennsylvania,GPE
4811,us,Pennsylvania,GPE
4812,One recent poll,Warren,PERSON
4813,MANCHESTER,Massachusetts U.S. Sen. Elizabeth Warren,PERSON
4814,the latest CNN/Des Moines Register/Mediacom poll,Biden,PERSON
4815,a new Los Angeles Times/UC Berkeley poll,Biden,PERSON
4816,he,Depression-era President Franklin Roosevelt,PERSON
4817,whose favorite president,another Roosevelt,PERSON
4818,who,America,GPE
4819,Barack Obama,Iowa,GPE
4820,he,  President Trump,PERSON
4821,He,former British Prime Minister Margaret Thatcher,PERSON
4822,that,President Richard Nixon,PERSON
4823,PM Modi,Rajiv Gandhi,PERSON
4824,Most national polling,Biden,PERSON
4825,they,former President Richard Nixon,PERSON
4826,Chris Cuomo,Biden,PERSON
4827,him,Barr,PERSON
4828,He,former Vice President Joe Biden,PERSON
4829,Trump,Hillary Clinton,PERSON
4830,Trump,Sen. Bernie Sanders,PERSON
4831,President Barack Obama,Republican nominee Mitt Romney,PERSON
4832,Biden,Joe Biden,PERSON
4833,High-information voters,Elizabeth Warren,PERSON
4834,I,Bill de Blasio,PERSON
4835,mayor,loose fundraiser Steve Elmendorf,PERSON
4836,it,Nina Turner,PERSON
4837,they,New Jersey Sen. Cory Booker,PERSON
4838,DMK president MK Stalin,Prime Minister Narendra Modi,PERSON
4839,Julian Castro,Fresno,GPE
4840,the former veep,Donald Trump,PERSON
4841,Dooley,Ray Goff,PERSON
4842,it,Goff,PERSON
4843,"
Polling numbers",Joe Biden,PERSON
4844,He,Florida,GPE
4845,"WORTH WATCHING
Brexit and UK's voting","the EU
Jeremy Hunt",PERSON
4846,it,Penn,PERSON
4847,former Nevada assemblywoman Lucy Flores,Biden,PERSON
4848,our last three CNN polls,Biden,PERSON
4849,The event,Biden,PERSON
4850,he,President Donald Trump,PERSON
4851,That,comedian Ashley Nicole Black,PERSON
4852,they,Kareemah Butler,PERSON
4853,The poll,South Bend Indiana Mayor Pete Buttigieg,PERSON
4854,23\%,Biden,PERSON
4855,The poll,Julian Castro,PERSON
4856,who,Harris,PERSON
4857,23\%,Warren,GPE
4858,Trump,Biden,PERSON
4859,I,Pennsylvania,GPE
4860,Trump,Pennsylvania,GPE
4861,We,America,GPE
4862,We,America,GPE
4863,"
Civil rights icon John Lewis",Biden,PERSON
4864,the Vermont senator's biggest worry,Biden,PERSON
4865,Both standard-bearers,Joe Biden,PERSON
4866,North Korea,Joe Biden,PERSON
4867,"
Biden",President Donald Trump,PERSON
4868,the North,Obama,GPE
4869,the United States,North Korea,GPE
4870,"
Civil rights icon John Lewis",Biden,PERSON
4871,the Vermont senator's biggest worry,Biden,PERSON
4872,"Fox & Friends"" host",Democratic presidential hopeful Pete Buttigieg,PERSON
4873,She,Cory Booker,PERSON
4874,that,Conway,GPE
4875,CNBC White House Correspondent Eamon Javers,Conway,GPE
4876,That,comedian Ashley Nicole Black,PERSON
4877,Hill,NBC's Andrea Mitchell,PERSON
4878,Klobuchar,Inslee,PERSON
4879,he, Sens. Elizabeth Warren,PERSON
4880,This,the United States of America,GPE
4881,Moulton,Hugh Hewitt,PERSON
4882,that,America,GPE
4883,Some big news,Eric Thut,PERSON
4884,VIPs,Rep. Ilhan Omar,PERSON
4885,Lyndon Johnson,Thurgood Marshall,PERSON
4886,President John F. Kennedy,Thurgood Marshall,PERSON
4887,President Lyndon Johnson,Judge Marshall,PERSON
4888,Senate Democrats,McConnell,PERSON
4889,°,"pic.twitter.com/FVgmbKjzbE
Ã¢ÂÂ Pat Bagley",PERSON
4890,This,AMERICA,GPE
4891,the president,Joe Biden,PERSON
4892,One,Darrell Franks,PERSON
4893,it,Joe Biden,PERSON
4894,North Korea,Biden,PERSON
4895,Matt Rourke,Joe Biden,PERSON
4896,"
Biden",President Donald Trump,PERSON
4897,the North,former President Barack Obama,PERSON
4898,the United States,North Korea,GPE
4899,Seoul,former US vice president Joe Biden,PERSON
4900,he,leader Kim Jong Un,PERSON
4901,Seoul,Biden,PERSON
4902,It,Biden,PERSON
4903,that,US Energy Secretary Rick Perry,PERSON
4904,the United States,Ukraine,GPE
4905,I,Mayor Pete,PERSON
4906,her “dream team,Elizabeth Warren,PERSON
4907,who,Democrat Marc Friedenberg,PERSON
4908,us,Pennsylvania,GPE
4909,North Korea,Joe Biden,PERSON
4910,the US presidential hopeful,Kim Jong Un,PERSON
4911,the North,former president Barack Obama,PERSON
4912,the US,North Korea,GPE
4913,Democratic leaders,House Speaker Nancy Pelosi,PERSON
4914,"
TRADE UNDERSTANDING",Jacob Stokes,PERSON
4915,who,former vice president Joe Biden,PERSON
4916,The United States,China,GPE
4917,the United States,China,GPE
4918,Pennsylvania,Donald Trump,PERSON
4919,who,Democrat Marc Friedenberg,PERSON
4920,Trump,Keller,PERSON
4921,Pennsylvania,Donald Trump,PERSON
4922,who,Democrat Marc Friedenberg,PERSON
4923,Trump,Clinton,PERSON
4924,Hill,Biden,PERSON
4925,This,Us,GPE
4926,They,President Donald Trump,PERSON
4927,Biden,Trump,PERSON
4928,North Korea,Joe Biden,PERSON
4929,"
Biden",President Donald Trump,PERSON
4930,the North,Obama,GPE
4931,the United States,North Korea,GPE
4932,SEOUL,Joe Biden,PERSON
4933,"
Biden",President Donald Trump,PERSON
4934,she,Warren,GPE
4935,The other 19 Democratic candidates,Sen. Michael Bennet,PERSON
4936,The other 19 Democratic candidates,former Vice President Joe Biden,PERSON
4937,Pennsylvania,Donald Trump,PERSON
4938,that,Biden,PERSON
4939,Hamou,Biden,PERSON
4940,Lodge,his fellow Brahmins,PERSON
4941,He,Fox News personalities Laura Ingram,PERSON
4942,they,Biden,PERSON
4943,she,former Colorado governor John Hickenlooper,PERSON
4944,I,Elizabeth Warren,PERSON
4945,I,Joe,PERSON
4946,the Naylors,Bernie Sanders,PERSON
4947,he,“Con Don,PERSON
4948,who,Rep. Justin Amash,PERSON
4949,which,Grand Rapids,GPE
4950,Republicans,Justin Amash,PERSON
4951,Sustained applause,Del Bigtree,GPE
4952,that,America,GPE
4953,The President,Biden,PERSON
4954,he,daughter Ashley,PERSON
4955,it,Hunter,PERSON
4956,We,"STEVE BULLOCK
",PERSON
4957,which,Anthony Weiner,PERSON
4958,ex,son Teddy,PERSON
4959,his father's ancestors,Civil War Union general Andrew Hickenlooper,PERSON
4960,his father's ancestors,Religion,PERSON
4961,The same category,Warren,PERSON
4962,It,former Vice President Joseph Biden,PERSON
4963,Other ads,Democrat Joe Biden,PERSON
4964,the presidential hopeful,Kim,PERSON
4965,it,Trump,PERSON
4966,it,Clinton,PERSON
4967,I,Thomas Jefferson,PERSON
4968,We,Mayor Pete,PERSON
4969,the former San Antonio mayor,NBC’s Chuck Todd,PERSON
4970,it,Kennedy,PERSON
4971,trailing Sanders,Joe Biden,PERSON
4972,I,Rich Lowry,PERSON
4973,that,Biden,PERSON
4974,that,Biden,PERSON
4975,I,Kamala Harris,PERSON
4976,you,Teddy,PERSON
4977,You,Teddy,PERSON
4978,Biden,Iowa,GPE
4979,him,Iowa,GPE
4980,his team,Biden,PERSON
4981,Warren,Hillary 2.0,PERSON
4982,Biden,New Hampshire,GPE
4983,you,Mika,PERSON
4984,Gabriel Sherman,Donald Trump,PERSON
4985,O’Rourke’s target audience,Morning Joe,GPE
4986,I,Scranton,PERSON
4987,They,President Donald Trump,PERSON
4988,them,Pennsylvania,GPE
4989,Democratic leaders,House Speaker Nancy Pelosi,PERSON
4990,it,Donald Trump Jr.,PERSON
4991,Kim Jong-Un,William Shakespeare,PERSON
4992,Mr. Trump,Mr. McGahn,PERSON
4993,an earthquake,southern Chile,GPE
4994,I,Elizabeth Warren,PERSON
4995,SEOUL,Joe Biden,PERSON
4996,"
Biden",President Donald Trump,PERSON
4997,She,Senator Cory Booker,PERSON
4998,she,Senator Elizabeth Warren,PERSON
4999,she,former US Representative Beto O'Rourke,PERSON
5000,hopefuls,Iowa,GPE
5001,candidates,downtown Cedar Rapids,GPE
5002,we,Germany,GPE
5003,I,Mexico,GPE
5004,He,former Vice President Joe Biden,PERSON
5005,Swalwell,CNN's Gloria Borger,PERSON
5006,Robby Mook,Borger,GPE
5007,it,Emanuel,PERSON
5008,Biden,outspent Trump,PERSON
5009,Panetta,CNN's Jake Tapper,PERSON
5010,The result,a Washington,GPE
5011,he,Kim Jong Un,PERSON
5012,Both standard-bearers,Joe Biden,PERSON
5013,It,Donald Trump,PERSON
5014,North Korea,Joe Biden,PERSON
5015,"
Biden",President Donald Trump,PERSON
5016,the North,Obama,GPE
5017,the United States,North Korea,GPE
5018,the presidential hopeful,Kim,PERSON
5019,Schweizer,the meetings Rosemont Seneca,PERSON
5020,the natural gas firm,Hunter Biden,PERSON
5021,Schweizer,Clinton Cash,PERSON
5022,a phalanx,Hillary Clinton,PERSON
5023,Sanders,only former Vice President Joe Biden,PERSON
5024,He,Florida,GPE
5025,who,former Vice President Joe Biden,PERSON
5026,who,Josh Lyman,PERSON
5027,the United States,John Walker Lindh,PERSON
5028,he,President Donald Trump,PERSON
5029,the Costa Mesa Republican,reporter Jimi Devine,PERSON
5030,Morgan,Biden,PERSON
5031,the North,Obama,GPE
5032,the United States,North Korea,GPE
5033,Both Fox News,Biden,PERSON
5034,The latest Iowa poll,Biden,PERSON
5035,Trump,Hillary Clinton,PERSON
5036,Trump,2016 Democratic presidential nominee Hillary Clinton,PERSON
5037,The president,former Vice President Joe Biden,PERSON
5038,Trump,Biden,PERSON
5039,Joe Biden,President Trump Slams Biden,PERSON
5040,the FBI,President Obama,PERSON
5041,he,Russian President Vladimir Putin,PERSON
5042,US petroleum,Russia,GPE
5043,it,Saudi Arabia,GPE
5044,We,China,GPE
5045,that,Obama,GPE
5046,that,Mexico,GPE
5047,who,President Trump,PERSON
5048,we,Rep. Tulsi Gabbard,PERSON
5049,he,Attorney General William Barr,PERSON
5050,mayor,loose fundraiser Steve Elmendorf,PERSON
5051,it,Nina Turner,PERSON
5052,"
Other donors",George Soros,PERSON
5053,"
Other donors",real estate developer Lawrence Hess,PERSON
5054,they,New Jersey Sen. Cory Booker,PERSON
5055,he,former Vice President Joe Biden,PERSON
5056,He,Democrat Hillary Clinton,PERSON
5057,MGM,former governor Sandoval,PERSON
5058,whose district,the Las Vegas Strip,GPE
5059,the company,Nevada,GPE
5060,Perez,incumbent governor Andrew Cuomo,PERSON
5061,Biden,Bush,PERSON
5062,mayor,loose fundraiser Steve Elmendorf,PERSON
5063,it,Nina Turner,PERSON
5064,they,New Jersey Sen. Cory Booker,PERSON
5065,whoever,Biden,PERSON
5066,It,Biden,PERSON
5067,I,Elizabeth Warren,PERSON
5068,I,Joe,PERSON
5069,The RealClearPolitics average,Warren,GPE
5070,we,Pete Buttigieg,PERSON
5071,we,Bill de Blasio,PERSON
5072,He,the Soviet Union,GPE
5073,Dems,Trump,PERSON
5074,CLOSE Rep. Nadler,Robert Mueller,PERSON
5075,he,Rep. Mike Johnson,PERSON
5076,you,Donald Trump,PERSON
5077,CLOSE Rep. Ken Buck,Robert Mueller,PERSON
5078,it,Ronald Reagan,PERSON
5079,Vermont Sen. Bernie Sanders,77.Alex Castellanos,PERSON
5080,He,Cher,PERSON
5081,These town halls,South Bend,GPE
5082,Washington,North Korea,GPE
5083,Rep. Alexandria Ocasio-Cortez,Amazon CEO Jeff Bezos,PERSON
5084,Trump,Clinton,PERSON
5085,Rep. Ron DeSantis,Tallahassee Mayor Andrew Gillum,PERSON
5086,-Gov. Rick Scott,Sen. Bill Nelson,PERSON
5087,who,former Vice President Joe Biden,PERSON
5088,Joe Biden,Donald Trump,PERSON
5089,the former Vice President,Pennsylvania,GPE
5090,the Biden family,The Keystone State,GPE
5091,the family,Pennsylvania,GPE
5092,he,Andrea Pitzer,PERSON
5093,Hayes,Pitzer,PERSON
5094,It,Aaron Gell,PERSON
5095,the media,Bernie Sanders,PERSON
5096,The department,House Ways and Means Chair Richard Neal,PERSON
5097,Chao,Heller,PERSON
5098,The district,Obama,PERSON
5099,that,New Hampshire,GPE
5100,Trump,Ohio,GPE
5101,he,Former HUD Secretary Julian Castro,PERSON
5102,Biden,Castro,PERSON
5103,he,Polish President Andrzej Duda,PERSON
5104,which,Puerto Rico,GPE
5105,he,Ukraine,GPE
5106,California Sen. Kamala Harris,"
South Bend Mayor Pete Buttigieg",PERSON
5107,Ronald Reagan,Jimmy Carter,PERSON
5108,that,20-year-old Tierna Davidson,PERSON
5109,The United States,Sweden,GPE
5110,Williamson,Joe Biden,PERSON
5111,Leana Wen,Biden,PERSON
5112,North Korea,Joe Biden,PERSON
5113,"
Biden",President Donald Trump,PERSON
5114,the North,Obama,GPE
5115,the United States,North Korea,GPE
5116,That,comedian Ashley Nicole Black,PERSON
5117,I,the beautiful White Ho,PERSON
5118,you,Mark L. Maiello,PERSON
5119,This tech,Gregory Jaczko,PERSON
5120,She,Beau,PERSON
5121,Harris,Biden,PERSON
5122,They,President Donald Trump,PERSON
5123,I,Barr,PERSON
5124,that,former Vice President Joe Biden,PERSON
5125,Trump,Federal Reserve Chairman Jerome Powell,PERSON
5126,his repeated commentary,Powell,PERSON
5127,he,Sen. Kamala Harris,PERSON
5128,it,Harris,PERSON
5129,Harris,Biden,PERSON
5130,she,Biden,PERSON
5131,Kamala Harris,Joe Biden,PERSON
5132,"
One poll",Rasmussen Reports,PERSON
5133,"
2020 rival Sen. Cory Booker",Biden,PERSON
5134,A growing number,House Speaker Nancy Pelosi,PERSON
5135,who,former NFL player Kellen Winslow Jr.,PERSON
5136,Trump officials,Iran,GPE
5137,_,CHICAGO,GPE
5138,Republicans,Justin Amash,PERSON
5139,Sustained applause,Del Bigtree,GPE
5140,President Trump,former vice president Joe Biden,PERSON
5141,They,President Donald Trump,PERSON
5142,Biden,Pennsylvania,GPE
5143,us,Pennsylvania,GPE
5144,She,Uncle Handsy,PERSON
5145,Milano,Biden,PERSON
5146,SEOUL,Joe Biden,PERSON
5147,"
Biden",President Donald Trump,PERSON
5148,which,Nixon,PERSON
5149,One legislator,State Senator Hannah-Beth Jackson,PERSON
